2017/01/24,106007,33,09,48,01,17,31,49
2017/01/20,106006,01,16,05,31,41,18,13
2017/01/17,106005,40,28,12,04,34,17,07
2017/01/13,106004,19,25,27,21,38,14,22  
2017/01/10,106003,37,14,04,46,13,39,31
2017/01/06,106002,35,32,12,40,14,43,17
2017/01/03,106001,18,41,47,49,22,42,45
2016/12/30,105111,37,06,07,47,35,38,12
2016/12/27,105110,40,26,29,10,31,25,02
2016/12/23,105109,38,42,23,28,41,08,30
2016/12/20,105108,35,36,46,01,29,44,06
2016/12/16,105107,25,36,42,19,11,34,08
2016/12/13,105106,36,29,49,39,33,19,06
2016/12/09,105105,12,38,42,49,44,28,02
2016/12/06,105104,46,41,30,32,27,44,42
2016/12/02,105103,05,25,34,26,49,40,47
2016/11/29,105102,03,26,28,38,40,21,42
2016/11/25,105101,03,28,42,01,37,22,10
2016/11/22,105100,34,21,25,44,01,24.19
2016/11/18,105099,26,06,18,25,34,24,19
2016/11/15,105098,08,33,41,43,25,07,06	
2016/11/11,105097,08,28,07,32,02,22,20
2016/11/08,105096,22,17,06,49,11,03,44
2016/11/04,105095,49,38,02,03,17,28,21
2016/11/01,105094,11,10,49,20,15,31,44
2016/10/28,105093,10,38,13,01,33,37,40
2016/10/25,105092,34,15,25,27,33,05,43
2016/10/21,105091,33,32,02,08,21,37,15
2016/10/18,105090,44,15,14,47,16,24,21
2016/10/14,105089,23,10,30,44,29,47,07
2016/10/11,105088,37,39,02,08,13,14,38
2016/10/07,105087,10,16,30,42,33,37,43
2016/10/04,105086,23,11,30,35,44,40,07
2016/09/30,105085,48,04,10,31,38,40,05
2016/09/27,105084,35,15,48,14,16,46,02
2016/09/23,105083,01,43,33,29,31,02,40
2016/09/20,105082,22,07,17,44,04,45,32
2016/09/16,105081,34,31,49,30,17,23,36
2016/09/13,105080,03,41,16,40,22,33,39
2016/09/09,105079,41,12,01,44,36,35,21
2016/09/06,105078,07,04,28,20,45,23,35
2016/09/02,105077,09,45,46,11,20,21,42
2016/08/30,105076,01,46,36,27,11,18,26
2016/08/26,105075,34,49,28,09,42,41,06
2016/08/23,105074,44,26,38,25,48,37,31
2016/08/20,105073,19,26,44,46,05,48,36
2016/08/16,105072,29,20,14,15,05,27,35
2016/08/12,105071,08,35,43,33,20,42,10
2016/08/09,105070,15,37,35,17,45,30,41
2016/08/05,105069,27,40,02,35,22,01,33
2016/08/02,105068,15,04,20,22,28,29,01
2016/07/29,105067,28,09,27,15,30,41,13
2016/07/26,105066,35,41,19,22,09,15,37
2016/07/22,105065,17,10,33,02,49,27,15
2016/07/19,105064,07,46,40,33,45,13,39
2016/07/15,105063,29,24,25,35,33,38,49
2016/07/12,105062,42,31,46,43,25,34,05
2016/07/08,105061,13,10,09,19,35,23,38
2016/07/05,105060,09,17,40,06,15,47,24
2016/07/01,105059,41,34,20,43,24,08,32
2016/06/28,105058,25,46,45,08,39,07,38
2016/06/24,105057,17,14,39,41,27,28,18
2016/06/21,105056,36,27,02,49,35,34,26
2016/06/17,105055,17,21,31,10,07,20,49
2016/06/14,105054,33,12,37,35,13,16,18
2016/06/10,105053,23,04,48,22,15,13,03
2016/06/07,105052,05,39,31,08,44,23,19
2016/06/03,105051,10,03,41,33,27,44,07
2016/05/31,105050,01,46,32,05,02,45,43
2016/05/27,105049,02,24,13,39,09,16,41
2016/05/24,105048,08,21,13,33,39,06,45
2016/05/20,105047,40,25,43,10,05,30,26
2016/05/17,105046,02,42,03,20,23,34,40
2016/05/13,105045,10,31,35,38,22,03,37
2016/05/10,105044,36,38,22,03,04,08,07
2016/05/06,105043,26,48,01,42,39,37,41
2016/05/03,105042,40,01,07,17,43,41,33
2016/04/29,105041,08,27,36,31,14,40,03
2016/04/26,105040,12,06,34,43,21,25,28
2016/04/22,105039,48,33,46,19,12,23,29
2016/04/19,105038,12,41,47,46,39,21,14
2016/04/15,105037,28,47,13,45,17,09,03
2016/04/12,105036,19,11,49,45,39,14,23
2016/04/08,105035,36,45,07,30,13,02,43
2016/04/05,105034,14,32,38,43,23,26,03
2016/04/01,105033,39,12,16,29,08,37,40
2016/03/29,105032,47,18,46,01,34,17,25
2016/03/25,105031,37,41,07,11,40,22,20
2016/03/22,105030,33,07,16,20,30,11,06
2016/03/18,105029,04,18,01,03,25,47,13
2016/03/15,105028,14,48,06,30,42,47,18
2016/03/11,105027,09,34,49,36,16,30,31
2016/03/08,105026,03,30,27,39,41,35,32
2016/03/04,105025,29,07,05,12,22,17,04
2016/03/01,105024,34,17,23,14,07,22,12
2016/02/26,105023,03,46,21,09,17,41,27
2016/02/23,105022,20,14,19,43,45,10,22
2016/02/19,105021,23,20,44,30,11,39,49
2016/02/16,105020,23,33,11,34,40,29,06
2016/02/14,105019,21,03,26,16,20,01,22
2016/02/13,105018,06,18,29,35,04,48,20
2016/02/12,105017,32,22,06,10,11,45,04
2016/02/11,105016,03,34,13,48,29,30,28
2016/02/10,105015,19,32,22,47,18,44,09
2016/02/09,105014,31,25,09,24,45,37,12
2016/02/08,105013,27,12,08,32,13,16,24
2016/02/07,105012,21,11,04,37,35,25,43
2016/02/05,105011,41,05,30,04,26,38,28
2016/02/02,105010,48,15,21,26,43,23,34
2016/01/29,105009,16,38,35,45,48,44,27
2016/01/26,105008,17,46,35,11,13,39,02
2016/01/22,105007,46,20,10,17,15,43,37
2016/01/19,105006,14,09,46,04,23,44,41
2016/01/15,105005,27,11,42,06,16,17,35
2016/01/12,105004,18,15,05,44,40,39,37
2016/01/08,105003,13,28,44,03,48,10,01
2016/01/05,105002,07,33,15,25,03,01,21
2016/01/01,105001,16,41,29,19,24,43,32
2015/12/29,104109,08,30,32,42,13,01,11
2015/12/25,104108,12,07,03,16,30,11,13
2015/12/22,104107,29,49,37,12,13,08,43
2015/12/18,104106,25,18,15,06,05,11,31
2015/12/15,104105,22,18,31,23,11,04,19
2015/12/11,104104,42,25,01,43,04,29,11
2015/12/08,104103,15,08,40,43,36,32,03
2015/12/04,104102,16,21,34,47,37,41,29
2015/12/01,104101,41,37,13,06,19,15,22
2015/11/27,104100,04,41,05,23,40,25,11
2015/11/24,104099,48,01,09,29,28,13,45
2015/11/20,104098,40,09,04,10,39,42,08
2015/11/17,104097,02,44,07,47,31,26,36
2015/11/13,104096,33,18,16,11,31,01,19
2015/11/10,104095,07,27,45,11,10,28,21
2015/11/06,104094,30,45,27,49,08,24,42
2015/11/03,104093,28,45,08,16,48,22,13
2015/10/30,104092,15,08,20,03,06,30,40
2015/10/27,104091,07,17,34,08,10,36,43
2015/10/23,104090,01,41,16,43,47,46,25
2015/10/20,104089,32,12,37,17,39,38,27
2015/10/16,104088,31,20,29,44,25,40,21
2015/10/13,104087,24,29,32,44,49,31,39
2015/10/09,104086,35,02,08,27,22,43,24
2015/10/06,104085,08,10,28,03,38,47,13
2015/10/02,104084,44,11,45,36,41,15,35
2015/09/29,104083,01,35,03,25,44,31,15
2015/09/25,104082,13,38,25,21,09,39,02
2015/09/22,104081,47,46,06,10,39,44,30
2015/09/18,104080,16,06,17,41,37,36,28
2015/09/15,104079,44,13,30,34,31,02,39
2015/09/11,104078,41,10,05,29,18,44,30
2015/09/08,104077,08,31,43,28,36,32,09
2015/09/04,104076,20,49,46,19,44,47,09
2015/09/01,104075,20,48,40,18,19,09,03
2015/08/28,104074,15,11,46,40,08,12,16
2015/08/25,104073,45,22,13,26,47,15,49
2015/08/21,104072,20,10,15,21,36,27,45
2015/08/18,104071,29,49,30,08,20,42,21
2015/08/14,104070,13,23,42,05,24,14,35
2015/08/11,104069,45,43,46,02,35,01,14
2015/08/07,104068,25,36,28,27,37,26,38
2015/08/04,104067,48,12,03,19,17,38,43
2015/07/31,104066,30,40,13,16,32,18,29
2015/07/28,104065,49,32,06,27,15,44,16
2015/07/24,104064,25,10,12,42,33,39,29
2015/07/21,104063,16,44,40,09,08,39,28
2015/07/17,104062,33,04,27,07,20,40,38
2015/07/14,104061,45,30,10,12,14,19,41
2015/07/10,104060,06,05,26,13,47,29,33
2015/07/07,104059,46,33,01,27,14,42,41
2015/07/03,104058,21,23,29,41,46,28,24
2015/06/30,104057,18,35,19,48,46,32,47
2015/06/26,104056,06,12,05,41,29,28,07
2015/06/23,104055,45,02,13,35,33,43,05
2015/06/19,104054,18,11,05,25,38,03,15
2015/06/16,104053,35,41,04,25,03,45,07
2015/06/12,104052,28,08,24,22,19,26,18
2015/06/09,104051,37,03,20,27,44,34,12
2015/06/05,104050,41,08,48,32,21,35,34
2015/06/02,104049,07,01,20,19,46,47,13
2015/05/29,104048,02,34,32,11,28,05,24
2015/05/26,104047,10,26,45,11,02,20,30
2015/05/22,104046,23,03,43,28,37,21,05
2015/05/19,104045,46,16,15,42,29,39,14
2015/05/15,104044,27,32,18,06,29,03,40
2015/05/12,104043,01,23,29,31,13,33,17
2015/05/08,104042,44,15,02,28,10,49,39
2015/05/05,104041,44,41,28,42,49,08,30
2015/05/01,104040,15,49,25,29,47,08,09
2015/04/28,104039,03,44,36,26,12,05,23
2015/04/24,104038,13,25,41,46,35,31,49
2015/04/21,104037,01,22,03,33,29,11,30
2015/04/17,104036,47,45,26,36,33,32,39
2015/04/14,104035,38,01,48,49,23,22,11
2015/04/10,104034,44,17,10,11,42,20,13
2015/04/07,104033,17,47,11,45,19,33,04
2015/04/03,104032,36,13,43,32,42,40,41
2015/03/31,104031,02,32,43,13,25,04,15
2015/03/27,104030,12,36,24,13,18,15,39
2015/03/24,104029,09,04,06,17,03,24,28
2015/03/20,104028,04,13,07,29,09,46,08
2015/03/17,104027,36,42,49,05,32,40,01
2015/03/13,104026,06,22,09,14,33,16,11
2015/03/10,104025,11,25,46,47,03,34,42
2015/03/06,104024,44,22,21,06,37,35,29
2015/03/03,104023,43,46,41,06,11,04,21
2015/02/27,104022,02,06,43,38,27,34,45
2015/02/24,104021,46,39,28,03,48,41,09
2015/02/23,104020,21,20,43,38,32,14,23
2015/02/22,104019,06,03,12,37,34,43,28
2015/02/21,104018,27,17,40,02,11,05,20
2015/02/20,104017,10,45,29,05,09,28,41
2015/02/19,104016,25,40,07,49,31,27,11
2015/02/18,104015,15,27,06,16,03,31,14
2015/02/17,104014,11,15,23,46,40,03,13
2015/02/13,104013,25,01,29,09,15,35,38
2015/02/10,104012,29,14,44,26,15,35,09
2015/02/06,104011,11,42,05,29,46,36,48
2015/02/03,104010,30,13,16,18,05,15,08
2015/01/30,104009,35,14,24,39,03,44,28
2015/01/27,104008,45,04,27,15,09,21,06
2015/01/23,104007,20,16,39,42,38,08,29
2015/01/20,104006,47,35,28,45,09,24,48
2015/01/16,104005,02,46,17,32,38,28,49
2015/01/13,104004,46,14,22,37,02,16,49
2015/01/09,104003,18,07,24,21,23,08,11
2015/01/06,104002,16,37,43,11,30,29,13
2015/01/02,104001,31,23,48,29,22,13,06
2014/12/30,103108,48,49,07,44,32,30,45
2014/12/26,103107,49,32,42,45,09,27,30
2014/12/23,103106,32,39,03,31,30,27,35
2014/12/19,103105,09,01,24,41,32,49,40
2014/12/16,103104,35,45,34,32,17,28,08
2014/12/12,103103,24,08,29,32,07,48,37
2014/12/09,103102,41,23,09,07,43,33,24
2014/12/05,103101,47,30,11,34,37,18,17
2014/12/02,103100,11,26,42,13,09,23,47
2014/11/28,103099,35.44,01,40,10,21,36
2014/11/25,103098,15,32,16,01,44,48,40
2014/11/21,103097,03,32,02,34,26,22,40
2014/11/18,103096,12,20,43,11,28,26,06
2014/11/14,103095,44,15,41,29,16,34,49
2014/11/11,103094,18,23,11,36,05,43,14
2014/11/07,103093,49,25,40,27,19,11,33
2014/11/04,103092,20,38,03,35,30,41,47
2014/10/31,103091,14,08,27,49,10,02,20
2014/10/28,103090,16,32,25,05,37,44,21
2014/10/24,103089,36,01,20,45,17,37,15
2014/10/21,103088,31,44,42,28,14,38,45
2014/10/17,103087,32,36,33,02,20,11,39
2014/10/14,103086,47,36,20,09,14,10,08
2014/10/10,103085,11,26,01,24,28,19,33
2014/10/07,103084,45,40,17,47,18,41,29
2014/10/03,103083,10,14,19,37,24,35,39
2014/09/30,103082,49,41,18,47,36,35,15
2014/09/26,103081,15,19,29,22,37,08,39
2014/09/23,103080,38,28,20,32,02,11,16
2014/09/19,103079,06,17,29,02,32,39,04
2014/09/16,103078,41,19,07,18,16,12,45
2014/09/12,103077,27,49,02,36,31,23,15
